Provisional designation,"Absolute magnitude, H",Distance ER,Distance LD,Distance km,Distance AU,Refernce,Ref URL,,,,,,,,,
2012 VC26,28.7,138.89,2.3078,887115,0.00593,MPEC 2012-V53,http://www.minorplanetcenter.net/mpec/K12/K12V53.html,,,,,,,,,
2013 JD34,25,138.89,2.3078,887115,0.00593,MPEC 2013-K33,http://www.minorplanetcenter.net/mpec/K13/K13K33.html,,,,,,,,,
2014 KS76,26.6,138.89,2.3078,887115,0.00593,MPEC 2015-R17,http://www.minorplanetcenter.net/mpec/K15/K15R17.html,,,,,,,,,
2009 MU,24.5,139.13,2.3117,888611,0.00594,MPEC 2009-M19,http://www.minorplanetcenter.net/mpec/K09/K09M19.html,,,,,,,,,
2017 DR109,27.6,139.6,2.3195,891603,0.00596,MPEC 2017-E31,http://www.minorplanetcenter.net/mpec/K17/K17E31.html,,,,,,,,,
2005 FA,25,139.83,2.3234,893099,0.00597,MPEC 2005-F09,http://www.minorplanetcenter.net/mpec/K05/K05F09.html,,,,,,,,,
2016 WH,26.9,141,2.3428,900579,0.00602,MPEC 2016-W23,http://www.minorplanetcenter.net/mpec/K16/K16W23.html,,,,,,,,,
2019 FT2,26.4,141.47,2.3506,903571,0.00604,MPEC 2019-G11,http://www.minorplanetcenter.net/mpec/K19/K19G11.html,,,,,,,,,
2015 NG13,24.9,141.94,2.3584,906563,0.00606,MPEC 2015-O46,http://www.minorplanetcenter.net/mpec/K15/K15O46.html,,,,,,,,,
2017 UN2,28.2,142.88,2.374,912547,0.0061,MPEC 2017-U16,http://www.minorplanetcenter.net/mpec/K17/K17U16.html,,,,,,,,,
2008 SA,25,143.34,2.3817,915539,0.00612,MPEC 2008-S14,http://www.minorplanetcenter.net/mpec/K08/K08S14.html,,,,,,,,,
2012 XJ112,26.9,143.34,2.3817,915539,0.00612,MPEC 2012-X76,http://www.minorplanetcenter.net/mpec/K12/K12X76.html,,,,,,,,,
2009 BF58,27.3,144.05,2.3934,920027,0.00615,MPEC 2009-B77,http://www.minorplanetcenter.net/mpec/K09/K09B77.html,,,,,,,,,
2019 CW1,28.1,144.98,2.409,926011,0.00619,MPEC 2019-C68,http://www.minorplanetcenter.net/mpec/K19/K19C68.html,,,,,,,,,
2013 UT3,27.1,145.22,2.4129,927507,0.0062,MPEC 2013-X28,http://www.minorplanetcenter.net/mpec/K13/K13X28.html,,,,,,,,,
2015 PS228,28.8,145.22,2.4129,927507,0.0062,MPEC 2015-T07,http://www.minorplanetcenter.net/mpec/K15/K15T07.html,,,,,,,,,
2014 GN1,24.6,146.86,2.4401,937979,0.00627,MPEC 2016-O28,http://www.minorplanetcenter.net/mpec/K16/K16O28.html,,,,,,,,,
2018 RK6,28.2,146.86,2.4401,937979,0.00627,MPEC 2018-R17,http://www.minorplanetcenter.net/mpec/K18/K18R17.html,,,,,,,,,
2017 RK2,27.9,147.33,2.4479,940971,0.00629,MPEC 2017-S20,http://www.minorplanetcenter.net/mpec/K17/K17S20.html,,,,,,,,,
2016 RO20,27.2,147.56,2.4518,942467,0.0063,MPEC 2016-R13,http://www.minorplanetcenter.net/mpec/K16/K16R13.html,,,,,,,,,
2013 NJ,22,148.5,2.4674,948450,0.00634,MPEC 2017-F16,http://www.minorplanetcenter.net/mpec/K17/K17F16.html,,,,,,,,,
2017 KY4,24.7,148.5,2.4674,948450,0.00634,MPEC 2017-K45,http://www.minorplanetcenter.net/mpec/K17/K17K45.html,,,,,,,,,
2008 CM74,28.1,148.97,2.4751,951442,0.00636,MPEC 2008-C76,http://www.minorplanetcenter.net/mpec/K08/K08C76.html,,,,,,,,,
2019 ED,26.8,148.97,2.4751,951442,0.00636,MPEC 2019-E34,http://www.minorplanetcenter.net/mpec/K19/K19E34.html,,,,,,,,,
2019 JL3,25,148.97,2.4751,951442,0.00636,MPEC 2019-J83,http://www.minorplanetcenter.net/mpec/K19/K19J83.html,,,,,,,,,
2006 JV26,25.2,150.37,2.4985,960418,0.00642,MPEC 2006-J37,http://www.minorplanetcenter.net/mpec/K06/K06J37.html,,,,,,,,,
2010 RB12,26.9,150.37,2.4985,960418,0.00642,MPEC 2010-R31,http://www.minorplanetcenter.net/mpec/K10/K10R31.html,,,,,,,,,
2001 TB,24.4,150.61,2.5024,961914,0.00643,MPEC 2001-T21,http://www.minorplanetcenter.net/mpec/K01/K01T21.html,,,,,,,,,
2011 CZ3,26.6,150.61,2.5024,961914,0.00643,MPEC 2011-C22,http://www.minorplanetcenter.net/mpec/K11/K11C22.html,,,,,,,,,
2017 MC1,24.4,150.84,2.5063,963410,0.00644,MPEC 2017-M49,http://www.minorplanetcenter.net/mpec/K17/K17M49.html,,,,,,,,,
2013 BY2,27.2,152.01,2.5257,970890,0.00649,MPEC 2013-B19,http://www.minorplanetcenter.net/mpec/K13/K13B19.html,,,,,,,,,
2016 VQ,26,152.01,2.5257,970890,0.00649,MPEC 2016-X41,http://www.minorplanetcenter.net/mpec/K16/K16X41.html,,,,,,,,,
2017 TT1,26.9,152.01,2.5257,970890,0.00649,MPEC 2017-T46,http://www.minorplanetcenter.net/mpec/K17/K17T46.html,,,,,,,,,
2010 VL65,28.4,153.65,2.553,981362,0.00656,MPEC 2010-V86,http://www.minorplanetcenter.net/mpec/K10/K10V86.html,,,,,,,,,
2016 CD30,27.8,153.88,2.5569,982858,0.00657,MPEC 2016-E80,http://www.minorplanetcenter.net/mpec/K16/K16E80.html,,,,,,,,,
2019 DB,26.2,153.88,2.5569,982858,0.00657,MPEC 2019-D32,http://www.minorplanetcenter.net/mpec/K19/K19D32.html,,,,,,,,,
2011 WF44,25,154.59,2.5685,987346,0.0066,MPEC 2011-W61,http://www.minorplanetcenter.net/mpec/K11/K11W61.html,,,,,,,,,
2016 TY55,26.9,154.82,2.5724,988842,0.00661,MPEC 2016-U23,http://www.minorplanetcenter.net/mpec/K16/K16U23.html,,,,,,,,,
2017 JA2,24.7,154.82,2.5724,988842,0.00661,MPEC 2017-J47,http://www.minorplanetcenter.net/mpec/K17/K17J47.html,,,,,,,,,
2002 TZ66,25.7,155.52,2.5841,993330,0.00664,MPEC 2002-T46,http://www.minorplanetcenter.net/mpec/K02/K02T46.html,,,,,,,,,
2016 VY1,24.7,155.76,2.588,994826,0.00665,MPEC 2016-V59,http://www.minorplanetcenter.net/mpec/K16/K16V59.html,,,,,,,,,
2016 VY1,24.7,155.76,2.588,994826,0.00665,MPEC 2016-V11,http://www.minorplanetcenter.net/mpec/K16/K16V11.html,,,,,,,,,
1993 UA,25,155.99,2.5919,996322,0.00666,MPEC 1993-U05,http://www.minorplanetcenter.net/mpec/J93/J93U05.html,,,,,,,,,
2018 VN7,25.4,156.93,2.6075,1002306,0.0067,MPEC 2018-V17,http://www.minorplanetcenter.net/mpec/K18/K18V17.html,,,,,,,,,
2012 SY49,25.8,157.16,2.6113,1003802,0.00671,MPEC 2012-S66,http://www.minorplanetcenter.net/mpec/K12/K12S66.html,,,,,,,,,
2010 NH,25.5,157.4,2.6152,1005298,0.00672,MPEC 2010-N16,http://www.minorplanetcenter.net/mpec/K10/K10N16.html,,,,,,,,,
2013 VG2,26.4,158.1,2.6269,1009786,0.00675,MPO 275426,,,,,,,,,,
2013 PR43,23.4,158.8,2.6386,1014274,0.00678,MPEC 2014-Q17,http://www.minorplanetcenter.net/mpec/K14/K14Q17.html,,,,,,,,,
1999 CQ2,27.5,159.04,2.6425,1015770,0.00679,MPEC 1999-C17,http://www.minorplanetcenter.net/mpec/J99/J99C17.html,,,,,,,,,
2017 TA,24.8,159.97,2.658,1021753,0.00683,MPEC 2017-T18,http://www.minorplanetcenter.net/mpec/K17/K17T18.html,,,,,,,,,
2018 YO,26.8,160.21,2.6619,1023249,0.00684,MPEC 2018-Y40,http://www.minorplanetcenter.net/mpec/K18/K18Y40.html,,,,,,,,,
2014 KF22,26.4,160.44,2.6658,1024745,0.00685,MPEC 2014-Q17,http://www.minorplanetcenter.net/mpec/K14/K14Q17.html,,,,,,,,,
2011 GZ2,26.1,160.68,2.6697,1026241,0.00686,MPEC 2011-G22,http://www.minorplanetcenter.net/mpec/K11/K11G22.html,,,,,,,,,
2019 GK3,29.5,160.68,2.6697,1026241,0.00686,MPEC 2019-G90,http://www.minorplanetcenter.net/mpec/K19/K19G90.html,,,,,,,,,
2016 GU,25.7,161.85,2.6892,1033721,0.00691,MPEC 2016-G15,http://www.minorplanetcenter.net/mpec/K16/K16G15.html,,,,,,,,,
2010 UE51,28.2,162.32,2.697,1036713,0.00693,MPEC 2010-V32,http://www.minorplanetcenter.net/mpec/K10/K10V32.html,,,,,,,,,
2018 XG4,27.7,163.02,2.7086,1041201,0.00696,MPEC 2018-X12,http://www.minorplanetcenter.net/mpec/K18/K18X12.html,,,,,,,,,
2017 UT1,27.5,163.25,2.7125,1042697,0.00697,MPEC 2017-U88,http://www.minorplanetcenter.net/mpec/K17/K17U88.html,,,,,,,,,
2017 GK6,25.7,164.42,2.732,1050177,0.00702,MPEC 2017-G83,http://www.minorplanetcenter.net/mpec/K17/K17G83.html,,,,,,,,,
2008 YV32,26.1,165.13,2.7437,1054665,0.00705,MPEC 2009-A08,http://www.minorplanetcenter.net/mpec/K09/K09A08.html,,,,,,,,,
2010 XA11,26.1,165.13,2.7437,1054665,0.00705,MPEC 2010-X55,http://www.minorplanetcenter.net/mpec/K10/K10X55.html,,,,,,,,,
2005 CM7,26.3,165.36,2.7476,1056161,0.00706,MPEC 2005-C22,http://www.minorplanetcenter.net/mpec/K05/K05C22.html,,,,,,,,,
2012 CS46,27.7,165.83,2.7553,1059153,0.00708,MPEC 2012-D19,http://www.minorplanetcenter.net/mpec/K12/K12D19.html,,,,,,,,,
2003 SR84,25,166.06,2.7592,1060649,0.00709,MPEC 2003-S39,http://www.minorplanetcenter.net/mpec/K03/K03S39.html,,,,,,,,,
2017 UJ,25.8,166.06,2.7592,1060649,0.00709,MPEC 2017-U49,http://www.minorplanetcenter.net/mpec/K17/K17U49.html,,,,,,,,,
1993 KA,26,166.3,2.7631,1062145,0.0071,IAUC 5797,http://www.minorplanetcenter.net/iauc/05700/05797.html,,,,,,,,,
1997 UA11,25,166.3,2.7631,1062145,0.0071,MPEC 1997-V05,http://www.minorplanetcenter.net/mpec/J97/J97V05.html,,,,,,,,,
2017 ST10,28.4,166.3,2.7631,1062145,0.0071,MPEC 2017-S12,http://www.minorplanetcenter.net/mpec/K17/K17S12.html,,,,,,,,,
2014 SS260,26.6,167.7,2.7865,1071121,0.00716,MPEC 2014-W02,http://www.minorplanetcenter.net/mpec/K14/K14W02.html,,,,,,,,,
2018 WF2,28.4,168.17,2.7943,1074113,0.00718,MPEC 2018-X05,http://www.minorplanetcenter.net/mpec/K18/K18X05.html,,,,,,,,,
2017 HG1,27.4,168.87,2.8059,1078601,0.00721,MPEC 2017-H34,http://www.minorplanetcenter.net/mpec/K17/K17H34.html,,,,,,,,,
2016 FC,26.6,169.11,2.8098,1080097,0.00722,MPEC 2016-K25,http://www.minorplanetcenter.net/mpec/K16/K16K25.html,,,,,,,,,
2010 PJ9,24.6,169.34,2.8137,1081593,0.00723,MPEC 2010-P28,http://www.minorplanetcenter.net/mpec/K10/K10P28.html,,,,,,,,,
2009 FW4,24.6,170.28,2.8293,1087577,0.00727,MPEC 2009-F40,http://www.minorplanetcenter.net/mpec/K09/K09F40.html,,,,,,,,,
2014 DK23,27.2,170.51,2.8332,1089072,0.00728,MPEC 2014-E44,http://www.minorplanetcenter.net/mpec/K14/K14E44.html,,,,,,,,,
2009 SH2,24.4,171.22,2.8449,1093560,0.00731,MPEC 2009-S51,http://www.minorplanetcenter.net/mpec/K09/K09S51.html,,,,,,,,,
2018 JG3,26,171.22,2.8449,1093560,0.00731,MPEC 2018-K02,http://www.minorplanetcenter.net/mpec/K18/K18K02.html,,,,,,,,,
2010 WA9,25.5,172.39,2.8643,1101040,0.00736,MPEC 2010-X05,http://www.minorplanetcenter.net/mpec/K10/K10X05.html,,,,,,,,,
2008 JP24,26.6,172.62,2.8682,1102536,0.00737,MPEC 2008-J63,http://www.minorplanetcenter.net/mpec/K08/K08J63.html,,,,,,,,,
2012 HA34,25.3,172.86,2.8721,1104032,0.00738,MPEC 2012-J02,http://www.minorplanetcenter.net/mpec/K12/K12J02.html,,,,,,,,,
2014 KX86,26.5,172.86,2.8721,1104032,0.00738,MPEC 2014-L42,http://www.minorplanetcenter.net/mpec/K14/K14L42.html,,,,,,,,,
2016 BA15,26.8,172.86,2.8721,1104032,0.00738,MPEC 2016-C05,http://www.minorplanetcenter.net/mpec/K16/K16C05.html,,,,,,,,,
2014 EP12,25.8,173.32,2.8799,1107024,0.0074,MPEC 2014-Q17,http://www.minorplanetcenter.net/mpec/K14/K14Q17.html,,,,,,,,,
2014 UR,26.6,174.73,2.9032,1116000,0.00746,MPEC 2016-C16,http://www.minorplanetcenter.net/mpec/K16/K16C16.html,,,,,,,,,
2015 KO122,27,174.73,2.9032,1116000,0.00746,MPEC 2015-K13,http://www.minorplanetcenter.net/mpec/K15/K15K13.html,,,,,,,,,
2019 FA2,26.2,174.73,2.9032,1116000,0.00746,MPEC 2019-F15,http://www.minorplanetcenter.net/mpec/K19/K19F15.html,,,,,,,,,
2016 AF2,27.9,174.96,2.9071,1117496,0.00747,MPEC 2016-A15,http://www.minorplanetcenter.net/mpec/K16/K16A15.html,,,,,,,,,
2009 SD,25.4,175.2,2.911,1118992,0.00748,MPEC 2009-S07,http://www.minorplanetcenter.net/mpec/K09/K09S07.html,,,,,,,,,
2014 HS197,29.4,175.43,2.9149,1120488,0.00749,MPEC 2014-Y75,http://www.minorplanetcenter.net/mpec/K14/K14Y75.html,,,,,,,,,
2010 TW149,25.9,176.14,2.9266,1124976,0.00752,MPEC 2010-T102,http://www.minorplanetcenter.net/mpec/K10/K10TC2.html,,,,,,,,,
2014 YE15,28.3,176.14,2.9266,1124976,0.00752,MPEC 2016-E14,http://www.minorplanetcenter.net/mpec/K16/K16E14.html,,,,,,,,,
2005 QP87,27.6,176.6,2.9344,1127968,0.00754,MPEC 2005-R03,http://www.minorplanetcenter.net/mpec/K05/K05R03.html,,,,,,,,,
2016 LG,25.3,177.07,2.9421,1130960,0.00756,MPEC 2016-O30,http://www.minorplanetcenter.net/mpec/K16/K16O30.html,,,,,,,,,
2001 AV43,24.6,178.01,2.9577,1136944,0.0076,MPEC 2013-U74,http://www.minorplanetcenter.net/mpec/K13/K13U74.html,,,,,,,,,
1999 SF10,24.3,178.48,2.9655,1139936,0.00762,MPEC 1999-T14,http://www.minorplanetcenter.net/mpec/J99/J99T14.html,,,,,,,,,
2007 TW24,26,178.71,2.9694,1141432,0.00763,MPEC 2007-T88,http://www.minorplanetcenter.net/mpec/K07/K07T88.html,,,,,,,,,
2017 BB7,27.9,178.95,2.9733,1142928,0.00764,MPEC 2017-B13,http://www.minorplanetcenter.net/mpec/K17/K17B13.html,,,,,,,,,
2018 XN5,25.7,178.95,2.9733,1142928,0.00764,MPEC 2018-Y22,http://www.minorplanetcenter.net/mpec/K18/K18Y22.html,,,,,,,,,
2014 KQ75,25.3,179.65,2.985,1147416,0.00767,MPEC 2014-P32,http://www.minorplanetcenter.net/mpec/K14/K14P32.html,,,,,,,,,
2014 WR7,26.2,180.82,3.0044,1154896,0.00772,MPEC 2014-W64,http://www.minorplanetcenter.net/mpec/K14/K14W64.html,,,,,,,,,
2017 WU1,26.9,181.05,3.0083,1156392,0.00773,MPEC 2017-W91,http://www.minorplanetcenter.net/mpec/K17/K17W91.html,,,,,,,,,
2008 GD110,24.5,181.99,3.0239,1162375,0.00777,MPEC 2008-G87,http://www.minorplanetcenter.net/mpec/K08/K08G87.html,,,,,,,,,
2016 TK10,26.3,181.99,3.0239,1162375,0.00777,MPEC 2016-T14,http://www.minorplanetcenter.net/mpec/K16/K16T14.html,,,,,,,,,
2018 BA3,26.2,182.23,3.0278,1163871,0.00778,MPEC 2018-B87,http://www.minorplanetcenter.net/mpec/K18/K18B87.html,,,,,,,,,
2013 TM127,26.6,182.46,3.0317,1165367,0.00779,MPEC 2013-T90,http://www.minorplanetcenter.net/mpec/K13/K13T90.html,,,,,,,,,
2013 EV27,27,182.69,3.0355,1166863,0.0078,MPEC 2013-E69,http://www.minorplanetcenter.net/mpec/K13/K13E69.html,,,,,,,,,
2016 JZ5,27,182.93,3.0394,1168359,0.00781,MPEC 2016-J12,http://www.minorplanetcenter.net/mpec/K16/K16J12.html,,,,,,,,,
2007 VE138,25.7,183.16,3.0433,1169855,0.00782,MPEC 2007-V86,http://www.minorplanetcenter.net/mpec/K07/K07V86.html,,,,,,,,,
2016 VZ,25.9,183.63,3.0511,1172847,0.00784,MPEC 2016-V92,http://www.minorplanetcenter.net/mpec/K16/K16V92.html,,,,,,,,,
2016 VZ,25.9,183.63,3.0511,1172847,0.00784,MPEC 2016-V10,http://www.minorplanetcenter.net/mpec/K16/K16V10.html,,,,,,,,,
2012 FU23,27.6,184.57,3.0667,1178831,0.00788,MPEC 2012-F65,http://www.minorplanetcenter.net/mpec/K12/K12F65.html,,,,,,,,,
2016 GK2,27.7,184.8,3.0706,1180327,0.00789,MPEC 2016-H44,http://www.minorplanetcenter.net/mpec/K16/K16H44.html,,,,,,,,,
2016 SC,27.6,185.74,3.0861,1186311,0.00793,MPEC 2016-T14,http://www.minorplanetcenter.net/mpec/K16/K16T14.html,,,,,,,,,
2012 TJ53,26.3,185.97,3.09,1187807,0.00794,MPEC 2012-T46,http://www.minorplanetcenter.net/mpec/K12/K12T46.html,,,,,,,,,
2007 TH72,24.3,187.38,3.1134,1196783,0.008,MPEC 2007-U01,http://www.minorplanetcenter.net/mpec/K07/K07U01.html,,,,,,,,,
2005 JZ93,24.4,187.61,3.1173,1198279,0.00801,MPEC 2005-J59,http://www.minorplanetcenter.net/mpec/K05/K05J59.html,,,,,,,,,
2018 VA4,28.3,188.31,3.1289,1202767,0.00804,MPEC 2018-V82,http://www.minorplanetcenter.net/mpec/K18/K18V82.html,,,,,,,,,
2005 WA,24,188.55,3.1328,1204263,0.00805,MPEC 2005-W06,http://www.minorplanetcenter.net/mpec/K05/K05W06.html,,,,,,,,,
2019 BB3,27.2,189.49,3.1484,1210247,0.00809,MPEC 2019-B12,http://www.minorplanetcenter.net/mpec/K19/K19B12.html,,,,,,,,,
2014 BM62,25.3,189.72,3.1523,1211743,0.0081,MPEC 2014-C09,http://www.minorplanetcenter.net/mpec/K14/K14C09.html,,,,,,,,,
2019 JK3,26.6,189.72,3.1523,1211743,0.0081,MPEC 2019-J82,http://www.minorplanetcenter.net/mpec/K19/K19J82.html,,,,,,,,,
2015 LF21,26,190.42,3.164,1216231,0.00813,MPEC 2015-M05,http://www.minorplanetcenter.net/mpec/K15/K15M05.html,,,,,,,,,
2017 VZ14,25,191.13,3.1756,1220719,0.00816,MPEC 2017-W34,http://www.minorplanetcenter.net/mpec/K17/K17W34.html,,,,,,,,,
2010 XS45,26.6,191.59,3.1834,1223711,0.00818,MPEC 2010-X88,http://www.minorplanetcenter.net/mpec/K10/K10X88.html,,,,,,,,,
2019 FS2,27.4,191.59,3.1834,1223711,0.00818,MPEC 2019-G10,http://www.minorplanetcenter.net/mpec/K19/K19G10.html,,,,,,,,,
2013 KT1,26.6,191.83,3.1873,1225207,0.00819,MPEC 2013-K41,http://www.minorplanetcenter.net/mpec/K13/K13K41.html,,,,,,,,,
2005 TH45,26.1,192.53,3.199,1229694,0.00822,MPEC 2005-T48,http://www.minorplanetcenter.net/mpec/K05/K05T48.html,,,,,,,,,
2008 GP3,25.4,193,3.2068,1232686,0.00824,MPEC 2008-G47,http://www.minorplanetcenter.net/mpec/K08/K08G47.html,,,,,,,,,
2018 ED1,25.7,194.4,3.2301,1241662,0.0083,MPEC 2018-E44,http://www.minorplanetcenter.net/mpec/K18/K18E44.html,,,,,,,,,
2015 BE92,28.1,194.87,3.2379,1244654,0.00832,MPEC 2015-E02,http://www.minorplanetcenter.net/mpec/K15/K15E02.html,,,,,,,,,
2018 SF2,24.7,195.81,3.2535,1250638,0.00836,MPEC 2018-S71,http://www.minorplanetcenter.net/mpec/K18/K18S71.html,,,,,,,,,
2014 HO2,26,196.04,3.2574,1252134,0.00837,MPEC 2014-H71,http://www.minorplanetcenter.net/mpec/K14/K14H71.html,,,,,,,,,
2005 WX,26.6,197.22,3.2768,1259614,0.00842,MPEC 2005-W32,http://www.minorplanetcenter.net/mpec/K05/K05W32.html,,,,,,,,,
2019 BQ2,27.2,197.45,3.2807,1261110,0.00843,MPEC 2019-B10,http://www.minorplanetcenter.net/mpec/K19/K19B10.html,,,,,,,,,
2019 CY1,25.6,197.68,3.2846,1262606,0.00844,MPEC 2019-C70,http://www.minorplanetcenter.net/mpec/K19/K19C70.html,,,,,,,,,
2014 KO4,27.3,198.15,3.2924,1265598,0.00846,MPEC 2014-K39,http://www.minorplanetcenter.net/mpec/K14/K14K39.html,,,,,,,,,
2016 SY1,26.4,198.85,3.3041,1270086,0.00849,MPEC 2016-S60,http://www.minorplanetcenter.net/mpec/K16/K16S60.html,,,,,,,,,
2018 DC4,27.3,199.56,3.3157,1274574,0.00852,MPEC 2018-E13,http://www.minorplanetcenter.net/mpec/K18/K18E13.html,,,,,,,,,
2015 XC,25.2,201.2,3.343,1285046,0.00859,MPEC 2015-X16,http://www.minorplanetcenter.net/mpec/K15/K15X16.html,,,,,,,,,
2017 AP19,23.6,201.67,3.3508,1288038,0.00861,MPEC 2017-C70,http://www.minorplanetcenter.net/mpec/K17/K17C70.html,,,,,,,,,
2016 GS2,23,204.94,3.4053,1308981,0.00875,MPEC 2016-U10,http://www.minorplanetcenter.net/mpec/K16/K16U10.html,,,,,,,,,
2008 LB,25.8,205.41,3.413,1311973,0.00877,MPEC 2008-L10,http://www.minorplanetcenter.net/mpec/K08/K08L10.html,,,,,,,,,
2009 SP104,26.7,205.65,3.4169,1313469,0.00878,MPEC 2009-S116,http://www.minorplanetcenter.net/mpec/K09/K09SB6.html,,,,,,,,,
2009 VZ25,26.2,205.65,3.4169,1313469,0.00878,MPEC 2009-V63,http://www.minorplanetcenter.net/mpec/K09/K09V63.html,,,,,,,,,
2012 AW10,25.7,205.65,3.4169,1313469,0.00878,MPEC 2012-A58,http://www.minorplanetcenter.net/mpec/K12/K12A58.html,,,,,,,,,
2014 MA18,25.5,206.35,3.4286,1317957,0.00881,MPEC 2014-N22,http://www.minorplanetcenter.net/mpec/K14/K14N22.html,,,,,,,,,
2005 YK,26.9,206.58,3.4325,1319453,0.00882,MPEC 2005-Y16,http://www.minorplanetcenter.net/mpec/K05/K05Y16.html,,,,,,,,,
2008 UW99,24.6,207.29,3.4442,1323941,0.00885,MPEC 2008-U107,http://www.minorplanetcenter.net/mpec/K08/K08UA7.html,,,,,,,,,
2011 UL10,25.3,207.99,3.4559,1328429,0.00888,MPEC 2011-U22,http://www.minorplanetcenter.net/mpec/K11/K11U22.html,,,,,,,,,
2013 VX4,23.9,210.33,3.4948,1343389,0.00898,MPEC 2018-Y01,http://www.minorplanetcenter.net/mpec/K18/K18Y01.html,,,,,,,,,
2017 GT4,26.7,210.33,3.4948,1343389,0.00898,MPEC 2017-G53,http://www.minorplanetcenter.net/mpec/K17/K17G53.html,,,,,,,,,
2008 WM61,26.8,211.27,3.5103,1349373,0.00902,MPEC 2008-W66,http://www.minorplanetcenter.net/mpec/K08/K08W66.html,,,,,,,,,
2009 EU,26.5,211.5,3.5142,1350869,0.00903,MPEC 2009-E21,http://www.minorplanetcenter.net/mpec/K09/K09E21.html,,,,,,,,,
2001 AV43,24.8,211.74,3.5181,1352365,0.00904,MPEC 2001-A52,http://www.minorplanetcenter.net/mpec/K01/K01A52.html,,,,,,,,,
2017 FW90,28.1,211.74,3.5181,1352365,0.00904,MPEC 2017-G53,http://www.minorplanetcenter.net/mpec/K17/K17G53.html,,,,,,,,,
2017 QS16,25.3,211.97,3.522,1353861,0.00905,MPEC 2017-Q97,http://www.minorplanetcenter.net/mpec/K17/K17Q97.html,,,,,,,,,
2015 FF36,26.6,212.44,3.5298,1356853,0.00907,MPEC 2015-G01,http://www.minorplanetcenter.net/mpec/K15/K15G01.html,,,,,,,,,
2015 JC1,27.1,212.91,3.5376,1359845,0.00909,MPEC 2015-K59,http://www.minorplanetcenter.net/mpec/K15/K15K59.html,,,,,,,,,
2014 GG1,26.3,215.02,3.5726,1373308,0.00918,MPEC 2014-G82,http://www.minorplanetcenter.net/mpec/K14/K14G82.html,,,,,,,,,
2018 FF5,28,215.02,3.5726,1373308,0.00918,MPEC 2018-F14,http://www.minorplanetcenter.net/mpec/K18/K18F14.html,,,,,,,,,
2007 BZ48,25.9,215.25,3.5765,1374804,0.00919,MPEC 2007-B54,http://www.minorplanetcenter.net/mpec/K07/K07B64.html,,,,,,,,,
2008 YH30,26.9,215.48,3.5804,1376300,0.0092,MPEC 2008-Y84,http://www.minorplanetcenter.net/mpec/K08/K08Y84.html,,,,,,,,,
2017 CP1,24.6,215.48,3.5804,1376300,0.0092,MPEC 2017-E84,http://www.minorplanetcenter.net/mpec/K17/K17E84.html,,,,,,,,,
2015 FW117,22.7,215.95,3.5882,1379292,0.00922,MPEC 2016-C40,http://www.minorplanetcenter.net/mpec/K16/K16C40.html,,,,,,,,,
2019 DA1,26,215.95,3.5882,1379292,0.00922,MPEC 2019-D64,http://www.minorplanetcenter.net/mpec/K19/K19D64.html,,,,,,,,,
2012 EO8,24.3,216.89,3.6037,1385276,0.00926,MPEC 2012-F01,http://www.minorplanetcenter.net/mpec/K12/K12F01.html,,,,,,,,,
2016 QL44,25.1,217.36,3.6115,1388268,0.00928,MPEC 2016-S05,http://www.minorplanetcenter.net/mpec/K16/K16S05.html,,,,,,,,,
2016 RY17,25.3,218.06,3.6232,1392756,0.00931,MPEC 2016-R10,http://www.minorplanetcenter.net/mpec/K16/K16R10.html,,,,,,,,,
2003 JX2,26.4,218.3,3.6271,1394252,0.00932,MPEC 2003-J16,http://www.minorplanetcenter.net/mpec/K03/K03J16.html,,,,,,,,,
2012 FH58,27,219,3.6388,1398740,0.00935,MPEC 2012-F111,http://www.minorplanetcenter.net/mpec/K12/K12FB1.html,,,,,,,,,
2015 FK,25.3,219.7,3.6504,1403228,0.00938,MPEC 2015-F38,http://www.minorplanetcenter.net/mpec/K15/K15F38.html,,,,,,,,,
2015 BW516,27.4,220.17,3.6582,1406220,0.0094,MPEC 2015-G15,http://www.minorplanetcenter.net/mpec/K15/K15G15.html,,,,,,,,,
2017 SR10,26.2,220.64,3.666,1409212,0.00942,MPEC 2017-S11,http://www.minorplanetcenter.net/mpec/K17/K17S11.html,,,,,,,,,
2012 FM35,26.6,220.87,3.6699,1410708,0.00943,MPEC 2012-F75,http://www.minorplanetcenter.net/mpec/K12/K12F75.html,,,,,,,,,
2017 UR5,28.7,220.87,3.6699,1410708,0.00943,MPEC 2017-U21,http://www.minorplanetcenter.net/mpec/K17/K17U21.html,,,,,,,,,
2018 BP6,24.6,221.11,3.6738,1412204,0.00944,MPEC 2018-B16,http://www.minorplanetcenter.net/mpec/K18/K18B16.html,,,,,,,,,
2003 RU11,25.6,221.81,3.6855,1416692,0.00947,MPEC 2003-S02,http://www.minorplanetcenter.net/mpec/K03/K03S02.html,,,,,,,,,
2018 XX2,26,222.04,3.6894,1418188,0.00948,MPEC 2018-X10,http://www.minorplanetcenter.net/mpec/K18/K18X10.html,,,,,,,,,
2015 DF200,26.1,222.28,3.6932,1419684,0.00949,MPEC 2015-D11,http://www.minorplanetcenter.net/mpec/K15/K15D11.html,,,,,,,,,
2010 TS19,25.7,222.51,3.6971,1421180,0.0095,MPEC 2010-T59,http://www.minorplanetcenter.net/mpec/K10/K10T59.html,,,,,,,,,
